time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-14 00:00:00+00:00,31,8,0,0
2026-04-15 00:00:00+00:00,11,6,0,0
2026-04-16 00:00:00+00:00,42,11,0,0
2026-04-17 00:00:00+00:00,37,13,0,0
2026-04-18 00:00:00+00:00,14,6,0,0
2026-04-19 00:00:00+00:00,36,13,0,0
2026-04-20 00:00:00+00:00,15,5,0,0
2026-04-21 00:00:00+00:00,33,11,0,0
2026-04-22 00:00:00+00:00,54,13,0,0
2026-04-23 00:00:00+00:00,64,17,0,0
2026-04-24 00:00:00+00:00,93,39,0,0
2026-04-25 00:00:00+00:00,74,28,0,0
2026-04-26 00:00:00+00:00,42,13,0,0
2026-04-27 00:00:00+00:00,39,16,0,0
