time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-03 00:00:00+00:00,0,0,0,0
2026-02-04 00:00:00+00:00,0,0,0,0
2026-02-05 00:00:00+00:00,0,0,0,0
2026-02-06 00:00:00+00:00,52,14,12,2
2026-02-07 00:00:00+00:00,64,33,10,1
2026-02-08 00:00:00+00:00,22,10,0,0
2026-02-09 00:00:00+00:00,10,6,0,0
2026-02-10 00:00:00+00:00,15,7,0,0
2026-02-11 00:00:00+00:00,21,10,0,0
2026-02-12 00:00:00+00:00,31,12,4,1
2026-02-13 00:00:00+00:00,43,19,4,1
2026-02-14 00:00:00+00:00,51,27,1,1
2026-02-15 00:00:00+00:00,11,8,0,0
2026-02-16 00:00:00+00:00,12,6,0,0
